market,trade_date,timezone,is_open,market_open_local,market_close_local,market_open_utc,market_close_utc,is_half_day,session_tag,source,generated_at_utc
CN,2027-03-12,Asia/Shanghai,1,2027-03-12T09:30:00+08:00,2027-03-12T15:00:00+08:00,2027-03-12T01:30:00+00:00,2027-03-12T07:00:00+00:00,1,,pandas_market_calendars:SSE,2026-03-04T05:31:06+00:00
CN,2027-03-15,Asia/Shanghai,1,2027-03-15T09:30:00+08:00,2027-03-15T15:00:00+08:00,2027-03-15T01:30:00+00:00,2027-03-15T07:00:00+00:00,1,,pandas_market_calendars:SSE,2026-03-04T05:31:06+00:00
CN,2027-03-16,Asia/Shanghai,1,2027-03-16T09:30:00+08:00,2027-03-16T15:00:00+08:00,2027-03-16T01:30:00+00:00,2027-03-16T07:00:00+00:00,1,,pandas_market_calendars:SSE,2026-03-04T05:31:06+00:00
CN,2027-03-17,Asia/Shanghai,1,2027-03-17T09:30:00+08:00,2027-03-17T15:00:00+08:00,2027-03-17T01:30:00+00:00,2027-03-17T07:00:00+00:00,1,,pandas_market_calendars:SSE,2026-03-04T05:31:06+00:00
CN,2027-03-18,Asia/Shanghai,1,2027-03-18T09:30:00+08:00,2027-03-18T15:00:00+08:00,2027-03-18T01:30:00+00:00,2027-03-18T07:00:00+00:00,1,,pandas_market_calendars:SSE,2026-03-04T05:31:06+00:00
CN,2027-03-19,Asia/Shanghai,1,2027-03-19T09:30:00+08:00,2027-03-19T15:00:00+08:00,2027-03-19T01:30:00+00:00,2027-03-19T07:00:00+00:00,1,,pandas_market_calendars:SSE,2026-03-04T05:31:06+00:00
CN,2027-03-22,Asia/Shanghai,1,2027-03-22T09:30:00+08:00,2027-03-22T15:00:00+08:00,2027-03-22T01:30:00+00:00,2027-03-22T07:00:00+00:00,1,,pandas_market_calendars:SSE,2026-03-04T05:31:06+00:00
CN,2027-03-23,Asia/Shanghai,1,2027-03-23T09:30:00+08:00,2027-03-23T15:00:00+08:00,2027-03-23T01:30:00+00:00,2027-03-23T07:00:00+00:00,1,,pandas_market_calendars:SSE,2026-03-04T05:31:06+00:00
CN,2027-03-24,Asia/Shanghai,1,2027-03-24T09:30:00+08:00,2027-03-24T15:00:00+08:00,2027-03-24T01:30:00+00:00,2027-03-24T07:00:00+00:00,1,,pandas_market_calendars:SSE,2026-03-04T05:31:06+00:00
CN,2027-03-25,Asia/Shanghai,1,2027-03-25T09:30:00+08:00,2027-03-25T15:00:00+08:00,2027-03-25T01:30:00+00:00,2027-03-25T07:00:00+00:00,1,,pandas_market_calendars:SSE,2026-03-04T05:31:06+00:00
CN,2027-03-26,Asia/Shanghai,1,2027-03-26T09:30:00+08:00,2027-03-26T15:00:00+08:00,2027-03-26T01:30:00+00:00,2027-03-26T07:00:00+00:00,1,,pandas_market_calendars:SSE,2026-03-04T05:31:06+00:00
CN,2027-03-29,Asia/Shanghai,1,2027-03-29T09:30:00+08:00,2027-03-29T15:00:00+08:00,2027-03-29T01:30:00+00:00,2027-03-29T07:00:00+00:00,1,,pandas_market_calendars:SSE,2026-03-04T05:31:06+00:00
CN,2027-03-30,Asia/Shanghai,1,2027-03-30T09:30:00+08:00,2027-03-30T15:00:00+08:00,2027-03-30T01:30:00+00:00,2027-03-30T07:00:00+00:00,1,,pandas_market_calendars:SSE,2026-03-04T05:31:06+00:00
CN,2027-03-31,Asia/Shanghai,1,2027-03-31T09:30:00+08:00,2027-03-31T15:00:00+08:00,2027-03-31T01:30:00+00:00,2027-03-31T07:00:00+00:00,1,,pandas_market_calendars:SSE,2026-03-04T05:31:06+00:00
CN,2027-04-01,Asia/Shanghai,1,2027-04-01T09:30:00+08:00,2027-04-01T15:00:00+08:00,2027-04-01T01:30:00+00:00,2027-04-01T07:00:00+00:00,1,,pandas_market_calendars:SSE,2026-03-04T05:31:06+00:00
CN,2027-04-02,Asia/Shanghai,1,2027-04-02T09:30:00+08:00,2027-04-02T15:00:00+08:00,2027-04-02T01:30:00+00:00,2027-04-02T07:00:00+00:00,1,,pandas_market_calendars:SSE,2026-03-04T05:31:06+00:00
CN,2027-04-06,Asia/Shanghai,1,2027-04-06T09:30:00+08:00,2027-04-06T15:00:00+08:00,2027-04-06T01:30:00+00:00,2027-04-06T07:00:00+00:00,1,,pandas_market_calendars:SSE,2026-03-04T05:31:06+00:00
CN,2027-04-07,Asia/Shanghai,1,2027-04-07T09:30:00+08:00,2027-04-07T15:00:00+08:00,2027-04-07T01:30:00+00:00,2027-04-07T07:00:00+00:00,1,,pandas_market_calendars:SSE,2026-03-04T05:31:06+00:00
CN,2027-04-08,Asia/Shanghai,1,2027-04-08T09:30:00+08:00,2027-04-08T15:00:00+08:00,2027-04-08T01:30:00+00:00,2027-04-08T07:00:00+00:00,1,,pandas_market_calendars:SSE,2026-03-04T05:31:06+00:00
CN,2027-04-09,Asia/Shanghai,1,2027-04-09T09:30:00+08:00,2027-04-09T15:00:00+08:00,2027-04-09T01:30:00+00:00,2027-04-09T07:00:00+00:00,1,,pandas_market_calendars:SSE,2026-03-04T05:31:06+00:00
CN,2027-04-12,Asia/Shanghai,1,2027-04-12T09:30:00+08:00,2027-04-12T15:00:00+08:00,2027-04-12T01:30:00+00:00,2027-04-12T07:00:00+00:00,1,,pandas_market_calendars:SSE,2026-03-04T05:31:06+00:00
CN,2027-04-13,Asia/Shanghai,1,2027-04-13T09:30:00+08:00,2027-04-13T15:00:00+08:00,2027-04-13T01:30:00+00:00,2027-04-13T07:00:00+00:00,1,,pandas_market_calendars:SSE,2026-03-04T05:31:06+00:00
CN,2027-04-14,Asia/Shanghai,1,2027-04-14T09:30:00+08:00,2027-04-14T15:00:00+08:00,2027-04-14T01:30:00+00:00,2027-04-14T07:00:00+00:00,1,,pandas_market_calendars:SSE,2026-03-04T05:31:06+00:00
CN,2027-04-15,Asia/Shanghai,1,2027-04-15T09:30:00+08:00,2027-04-15T15:00:00+08:00,2027-04-15T01:30:00+00:00,2027-04-15T07:00:00+00:00,1,,pandas_market_calendars:SSE,2026-03-04T05:31:06+00:00
CN,2027-04-16,Asia/Shanghai,1,2027-04-16T09:30:00+08:00,2027-04-16T15:00:00+08:00,2027-04-16T01:30:00+00:00,2027-04-16T07:00:00+00:00,1,,pandas_market_calendars:SSE,2026-03-04T05:31:06+00:00
CN,2027-04-19,Asia/Shanghai,1,2027-04-19T09:30:00+08:00,2027-04-19T15:00:00+08:00,2027-04-19T01:30:00+00:00,2027-04-19T07:00:00+00:00,1,,pandas_market_calendars:SSE,2026-03-04T05:31:06+00:00
CN,2027-04-20,Asia/Shanghai,1,2027-04-20T09:30:00+08:00,2027-04-20T15:00:00+08:00,2027-04-20T01:30:00+00:00,2027-04-20T07:00:00+00:00,1,,pandas_market_calendars:SSE,2026-03-04T05:31:06+00:00
CN,2027-04-21,Asia/Shanghai,1,2027-04-21T09:30:00+08:00,2027-04-21T15:00:00+08:00,2027-04-21T01:30:00+00:00,2027-04-21T07:00:00+00:00,1,,pandas_market_calendars:SSE,2026-03-04T05:31:06+00:00
CN,2027-04-22,Asia/Shanghai,1,2027-04-22T09:30:00+08:00,2027-04-22T15:00:00+08:00,2027-04-22T01:30:00+00:00,2027-04-22T07:00:00+00:00,1,,pandas_market_calendars:SSE,2026-03-04T05:31:06+00:00
CN,2027-04-23,Asia/Shanghai,1,2027-04-23T09:30:00+08:00,2027-04-23T15:00:00+08:00,2027-04-23T01:30:00+00:00,2027-04-23T07:00:00+00:00,1,,pandas_market_calendars:SSE,2026-03-04T05:31:06+00:00
CN,2027-04-26,Asia/Shanghai,1,2027-04-26T09:30:00+08:00,2027-04-26T15:00:00+08:00,2027-04-26T01:30:00+00:00,2027-04-26T07:00:00+00:00,1,,pandas_market_calendars:SSE,2026-03-04T05:31:06+00:00
CN,2027-04-27,Asia/Shanghai,1,2027-04-27T09:30:00+08:00,2027-04-27T15:00:00+08:00,2027-04-27T01:30:00+00:00,2027-04-27T07:00:00+00:00,1,,pandas_market_calendars:SSE,2026-03-04T05:31:06+00:00
CN,2027-04-28,Asia/Shanghai,1,2027-04-28T09:30:00+08:00,2027-04-28T15:00:00+08:00,2027-04-28T01:30:00+00:00,2027-04-28T07:00:00+00:00,1,,pandas_market_calendars:SSE,2026-03-04T05:31:06+00:00
CN,2027-04-29,Asia/Shanghai,1,2027-04-29T09:30:00+08:00,2027-04-29T15:00:00+08:00,2027-04-29T01:30:00+00:00,2027-04-29T07:00:00+00:00,1,,pandas_market_calendars:SSE,2026-03-04T05:31:06+00:00
CN,2027-04-30,Asia/Shanghai,1,2027-04-30T09:30:00+08:00,2027-04-30T15:00:00+08:00,2027-04-30T01:30:00+00:00,2027-04-30T07:00:00+00:00,1,,pandas_market_calendars:SSE,2026-03-04T05:31:06+00:00
CN,2027-05-04,Asia/Shanghai,1,2027-05-04T09:30:00+08:00,2027-05-04T15:00:00+08:00,2027-05-04T01:30:00+00:00,2027-05-04T07:00:00+00:00,1,,pandas_market_calendars:SSE,2026-03-04T05:31:06+00:00
CN,2027-05-05,Asia/Shanghai,1,2027-05-05T09:30:00+08:00,2027-05-05T15:00:00+08:00,2027-05-05T01:30:00+00:00,2027-05-05T07:00:00+00:00,1,,pandas_market_calendars:SSE,2026-03-04T05:31:06+00:00
CN,2027-05-06,Asia/Shanghai,1,2027-05-06T09:30:00+08:00,2027-05-06T15:00:00+08:00,2027-05-06T01:30:00+00:00,2027-05-06T07:00:00+00:00,1,,pandas_market_calendars:SSE,2026-03-04T05:31:06+00:00
CN,2027-05-07,Asia/Shanghai,1,2027-05-07T09:30:00+08:00,2027-05-07T15:00:00+08:00,2027-05-07T01:30:00+00:00,2027-05-07T07:00:00+00:00,1,,pandas_market_calendars:SSE,2026-03-04T05:31:06+00:00
CN,2027-05-10,Asia/Shanghai,1,2027-05-10T09:30:00+08:00,2027-05-10T15:00:00+08:00,2027-05-10T01:30:00+00:00,2027-05-10T07:00:00+00:00,1,,pandas_market_calendars:SSE,2026-03-04T05:31:06+00:00
CN,2027-05-11,Asia/Shanghai,1,2027-05-11T09:30:00+08:00,2027-05-11T15:00:00+08:00,2027-05-11T01:30:00+00:00,2027-05-11T07:00:00+00:00,1,,pandas_market_calendars:SSE,2026-03-04T05:31:06+00:00
CN,2027-05-12,Asia/Shanghai,1,2027-05-12T09:30:00+08:00,2027-05-12T15:00:00+08:00,2027-05-12T01:30:00+00:00,2027-05-12T07:00:00+00:00,1,,pandas_market_calendars:SSE,2026-03-04T05:31:06+00:00
CN,2027-05-13,Asia/Shanghai,1,2027-05-13T09:30:00+08:00,2027-05-13T15:00:00+08:00,2027-05-13T01:30:00+00:00,2027-05-13T07:00:00+00:00,1,,pandas_market_calendars:SSE,2026-03-04T05:31:06+00:00
CN,2027-05-14,Asia/Shanghai,1,2027-05-14T09:30:00+08:00,2027-05-14T15:00:00+08:00,2027-05-14T01:30:00+00:00,2027-05-14T07:00:00+00:00,1,,pandas_market_calendars:SSE,2026-03-04T05:31:06+00:00
CN,2027-05-17,Asia/Shanghai,1,2027-05-17T09:30:00+08:00,2027-05-17T15:00:00+08:00,2027-05-17T01:30:00+00:00,2027-05-17T07:00:00+00:00,1,,pandas_market_calendars:SSE,2026-03-04T05:31:06+00:00
CN,2027-05-18,Asia/Shanghai,1,2027-05-18T09:30:00+08:00,2027-05-18T15:00:00+08:00,2027-05-18T01:30:00+00:00,2027-05-18T07:00:00+00:00,1,,pandas_market_calendars:SSE,2026-03-04T05:31:06+00:00
CN,2027-05-19,Asia/Shanghai,1,2027-05-19T09:30:00+08:00,2027-05-19T15:00:00+08:00,2027-05-19T01:30:00+00:00,2027-05-19T07:00:00+00:00,1,,pandas_market_calendars:SSE,2026-03-04T05:31:06+00:00
CN,2027-05-20,Asia/Shanghai,1,2027-05-20T09:30:00+08:00,2027-05-20T15:00:00+08:00,2027-05-20T01:30:00+00:00,2027-05-20T07:00:00+00:00,1,,pandas_market_calendars:SSE,2026-03-04T05:31:06+00:00
CN,2027-05-21,Asia/Shanghai,1,2027-05-21T09:30:00+08:00,2027-05-21T15:00:00+08:00,2027-05-21T01:30:00+00:00,2027-05-21T07:00:00+00:00,1,,pandas_market_calendars:SSE,2026-03-04T05:31:06+00:00
CN,2027-05-24,Asia/Shanghai,1,2027-05-24T09:30:00+08:00,2027-05-24T15:00:00+08:00,2027-05-24T01:30:00+00:00,2027-05-24T07:00:00+00:00,1,,pandas_market_calendars:SSE,2026-03-04T05:31:06+00:00
CN,2027-05-25,Asia/Shanghai,1,2027-05-25T09:30:00+08:00,2027-05-25T15:00:00+08:00,2027-05-25T01:30:00+00:00,2027-05-25T07:00:00+00:00,1,,pandas_market_calendars:SSE,2026-03-04T05:31:06+00:00
CN,2027-05-26,Asia/Shanghai,1,2027-05-26T09:30:00+08:00,2027-05-26T15:00:00+08:00,2027-05-26T01:30:00+00:00,2027-05-26T07:00:00+00:00,1,,pandas_market_calendars:SSE,2026-03-04T05:31:06+00:00
CN,2027-05-27,Asia/Shanghai,1,2027-05-27T09:30:00+08:00,2027-05-27T15:00:00+08:00,2027-05-27T01:30:00+00:00,2027-05-27T07:00:00+00:00,1,,pandas_market_calendars:SSE,2026-03-04T05:31:06+00:00
CN,2027-05-28,Asia/Shanghai,1,2027-05-28T09:30:00+08:00,2027-05-28T15:00:00+08:00,2027-05-28T01:30:00+00:00,2027-05-28T07:00:00+00:00,1,,pandas_market_calendars:SSE,2026-03-04T05:31:06+00:00
CN,2027-05-31,Asia/Shanghai,1,2027-05-31T09:30:00+08:00,2027-05-31T15:00:00+08:00,2027-05-31T01:30:00+00:00,2027-05-31T07:00:00+00:00,1,,pandas_market_calendars:SSE,2026-03-04T05:31:06+00:00
CN,2027-06-01,Asia/Shanghai,1,2027-06-01T09:30:00+08:00,2027-06-01T15:00:00+08:00,2027-06-01T01:30:00+00:00,2027-06-01T07:00:00+00:00,1,,pandas_market_calendars:SSE,2026-03-04T05:31:06+00:00
CN,2027-06-02,Asia/Shanghai,1,2027-06-02T09:30:00+08:00,2027-06-02T15:00:00+08:00,2027-06-02T01:30:00+00:00,2027-06-02T07:00:00+00:00,1,,pandas_market_calendars:SSE,2026-03-04T05:31:06+00:00
CN,2027-06-03,Asia/Shanghai,1,2027-06-03T09:30:00+08:00,2027-06-03T15:00:00+08:00,2027-06-03T01:30:00+00:00,2027-06-03T07:00:00+00:00,1,,pandas_market_calendars:SSE,2026-03-04T05:31:06+00:00
CN,2027-06-04,Asia/Shanghai,1,2027-06-04T09:30:00+08:00,2027-06-04T15:00:00+08:00,2027-06-04T01:30:00+00:00,2027-06-04T07:00:00+00:00,1,,pandas_market_calendars:SSE,2026-03-04T05:31:06+00:00
CN,2027-06-07,Asia/Shanghai,1,2027-06-07T09:30:00+08:00,2027-06-07T15:00:00+08:00,2027-06-07T01:30:00+00:00,2027-06-07T07:00:00+00:00,1,,pandas_market_calendars:SSE,2026-03-04T05:31:06+00:00
CN,2027-06-08,Asia/Shanghai,1,2027-06-08T09:30:00+08:00,2027-06-08T15:00:00+08:00,2027-06-08T01:30:00+00:00,2027-06-08T07:00:00+00:00,1,,pandas_market_calendars:SSE,2026-03-04T05:31:06+00:00
CN,2027-06-10,Asia/Shanghai,1,2027-06-10T09:30:00+08:00,2027-06-10T15:00:00+08:00,2027-06-10T01:30:00+00:00,2027-06-10T07:00:00+00:00,1,,pandas_market_calendars:SSE,2026-03-04T05:31:06+00:00
CN,2027-06-11,Asia/Shanghai,1,2027-06-11T09:30:00+08:00,2027-06-11T15:00:00+08:00,2027-06-11T01:30:00+00:00,2027-06-11T07:00:00+00:00,1,,pandas_market_calendars:SSE,2026-03-04T05:31:06+00:00
CN,2027-06-14,Asia/Shanghai,1,2027-06-14T09:30:00+08:00,2027-06-14T15:00:00+08:00,2027-06-14T01:30:00+00:00,2027-06-14T07:00:00+00:00,1,,pandas_market_calendars:SSE,2026-03-04T05:31:06+00:00
CN,2027-06-15,Asia/Shanghai,1,2027-06-15T09:30:00+08:00,2027-06-15T15:00:00+08:00,2027-06-15T01:30:00+00:00,2027-06-15T07:00:00+00:00,1,,pandas_market_calendars:SSE,2026-03-04T05:31:06+00:00
CN,2027-06-16,Asia/Shanghai,1,2027-06-16T09:30:00+08:00,2027-06-16T15:00:00+08:00,2027-06-16T01:30:00+00:00,2027-06-16T07:00:00+00:00,1,,pandas_market_calendars:SSE,2026-03-04T05:31:06+00:00
CN,2027-06-17,Asia/Shanghai,1,2027-06-17T09:30:00+08:00,2027-06-17T15:00:00+08:00,2027-06-17T01:30:00+00:00,2027-06-17T07:00:00+00:00,1,,pandas_market_calendars:SSE,2026-03-04T05:31:06+00:00
